house_bill_number,title,significance,date_filed,principal_authors,date_read,primary_referral,mother_bill_status,status
HB09143,"AN ACT
INSTITUTIONALIZING THE NATIONAL POLICY ON ACCESS, AND    BENEFIT-SHARING FROM THE UTILIZATION OF PHILIPPINE GENETIC RESOURCES AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2021-03-24,"RAMIREZ-SATO, JOSEPHINE; AUMENTADO, ERICO ARISTOTLE C.; DY, FAUSTINO ""INNO"" V A.; RIVERA, DOMINGO C.; ABAYA, FRANCIS GERALD AGUINALDO; LARA, JOSEPH ""JOJO"" L.; DY, FAUSTINO MICHAEL CARLOS III T.; DUJALI, ALAN ""ALDU"" R.; ELAGO, SARAH JANE I.; MARQUEZ, CARLITO S.; MANGAOANG, ALLEN JESSE C.; DUAVIT, JOHN MICHAEL R.; NIETO, JOHN MARVIN ""YUL SERVO"" C.; VILLANUEVA, EDUARDO ""BRO. EDDIE"" C.; EBCAS, ADRIANO A.; SY-ALVARADO, ""KUYA"" JOSE ANTONIO R.; SAVELLANO, DEOGRACIAS VICTOR ""DV"" B.; ARENAS, ROSE MARIE ""BABY"" J.; HERNANDEZ, FERDINAND L.; GARCIA, PABLO JOHN F.; ROMUALDO, XAVIER JESUS D.; BELMONTE, JOSE CHRISTOPHER Y.; ERMITA-BUHAIN, ELENITA MILAGROS ""EILEEN""; SALCEDA, JOEY SARTE; CUA, JUNIE E.; TEJADA, JOSE ""PING-PING"" I.; VIOLAGO, MICAELA S.; GASATAYA, GREG G.; JALOSJOS, ROMEO JR. M.; SUANSING, HORACIO JR. P.; MATUGAS, FRANCISCO JOSE ""BINGO"" II F., CPA, CESO, LLB; GARCIA, JOSE ENRIQUE ""JOET"" III S.; GONZAGA, RUWEL PETER S.; HARESCO, TEODORICO JR. T.; CUARESMA, LUISA LLOREN; UY, JULIETTE T.; RUIZ DAZA, PAUL; LIMKAICHONG, JOCELYN SY; ZUBIRI, MANUEL F.; SAGARBARRIA, MANUEL T.; BAUTISTA-BANDIGAN, LORNA P.; CALDERON, PETER JOHN D.; CAMPOS, LUIS JR. N.; SUAREZ, DAVID ""JAY-JAY"" C.; GONZALEZ, SANDRO L.; MOMO, ROMEO S.; FRASCO, VINCENT FRANCO ""DUKE"" D.; ZAMORA, WAY KURAT; TAMBUNTING, JOY MYRA S.; BALINDONG, YASSER ALONTO; BARBA, ANGELO MARCOS; BERNOS, JOSEPH STO. NIÑO B.; BRAVO, NARCISO JR. R.; BASCUG, ALFEL M.; CAMINERO, WILFREDO ""WILLY"" S.; CARI, CARL NICOLAS C.; DALOG, MAXIMO JR. Y.; DELOS SANTOS, ALFRED C.; DELOSO-MONTALLA, CHERYL P.; DIMAPORO, ABDULLAH D.; ESPINO,JUMEL ANTHONY I.; FARIÑAS, RIA CHRISTINA G.; FORTUNO, JOCELYN F.; HOFER, ANN K.; JIMENEZ, CESAR ""JAWO"" JR. I.; LABADLABAD, GLONA G.; MARIÑO, MARIO VITTORIO ""MARVEY"" A.; NATIVIDAD-NAGAÑO, MARICEL G., MD.; NAVA, NA. LUCILLE L., M.D.; ORTEGA, PABLO C.; OUANO-DIZON, EMMARIE ""LOLYPOP""; PLAZA, EDDIEBONG G.; REVILLA, STRIKE B.; ROMAN, GERALDINE B.; SANCHEZ, HECTOR S.; SILVERIO, LORNA C.; SINGSON-MEEHAN, KRISTINE; TIANGCO, JOHN REYNALD M.; TUTOR, KRISTINE ALEXIE B.; TY, DIEGO ""NONOY"" C.; VERGARA, ROSANNA ""RIA""; CO, ELIZALDY S.; CABATBAT, ARGEL JOSEPH T.; DAGOOC, SERGIO C.; GUYA, GODOFREDO N.; QUIMBO, STELLA LUZ A.; FORTUN, LAWRENCE ""LAW"" H.; BABASA, LEONARDO JR. L.; CABOCHAN, MANUEL III. D.; ENVERGA, WILFRIDO MARK M.; GATCHALIAN, WESLIE T.; MENDOZA, RAYMUND DEMOCRITO C.; NOGRALES, JERICHO JONAS B.; RODRIGUEZ, RUFUS B.; ROMULO, ROMAN T.; SANGCOPAN, AMIHILDA J.; SARMIENTO, EDGAR S.; SUNTAY, JESUS ""BONG"" C.; VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.; ",2021-03-25,SCIENCE AND TECHNOLOGY,,"Approved by the House on 2021-08-23, transmitted to the Senate on 2021-08-24 and received by the Senate on 2021-08-24"
HB09144,"AN ACT
     ESTABLISHING GREATER RESPONSIBILITY AND ACCOUNTABILITY FROM PRIVATE EMPLOYMENT AGENCIES,  AMENDING FOR THE PURPOSE REPUBLIC ACT 10361, OTHERWISE KNOWN AS THE “BATAS KASAMBAHAY”",NATIONAL,2021-03-24,"ATIENZA, JOSE JR. L.; SAVELLANO, DEOGRACIAS VICTOR ""DV"" B.; PINEDA, ENRICO A.; ",2021-03-25,LABOR AND EMPLOYMENT,,"Approved by the House on 2021-06-02, transmitted to the Senate on 2021-06-03 and received by the Senate on 2021-06-03"
HB09145,"AN ACT
RE-NUMBERING THE CEBU FIRST, SECOND, THIRD AND FOURTH DISTRICT ENGINEERING OFFICES TO CONFORM AND CORRESPOND, RESPECTIVELY, WITH THE NUMBERING OF THE LEGISLATIVE DISTRICTS IN THE 
PROVINCE OF CEBU",LOCAL,2021-03-24,"SALIMBANGON, JANICE Z.; GARCIA, PABLO JOHN F.; GULLAS, EDUARDO ""EDDIE"" R.; CAMINERO, WILFREDO ""WILLY"" S.; FRASCO, VINCENT FRANCO ""DUKE"" D.; OUANO-DIZON, EMMARIE ""LOLYPOP""; RADAZA, PAZ C.; CALDERON, PETER JOHN D.; MADRONA. ELEANDRO JESUS F.; ",2021-03-25,PUBLIC WORKS AND HIGHWAYS,,"Approved by the House on 2021-05-25, transmitted to the Senate on 2021-05-26 and received by the Senate on 2021-05-26"
HB09146,AN ACT GRANTING PHILIPPINE CITIZENSHIP TO DANIEL HONGJU UM,NATIONAL,2021-03-25,"ANGARA, ROMMEL RICO",2021-03-25,JUSTICE,,Pending with the Committee on JUSTICE since 2021-03-25
HB09147,"AN ACT
REGULATING THE PRODUCTION, IMPORTATION, SALE, DISTRIBUTION, PROVISION, USE, RECOVERY, COLLECTION, RECYCLING, AND DISPOSAL OF SINGLE-USE PLASTIC PRODUCTS",NATIONAL,2021-03-25,"VELASCO, LORD ALLAN JAY Q.; FORTUN, LAWRENCE ""LAW"" H.; ROMAN, GERALDINE B.; BARBERS, ROBERT ACE S.; BIAZON, RUFFY B.; GASATAYA, GREG G.; LEGARDA, LOREN; VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.; RODRIGUEZ, RUFUS B.; SUANSING, ESTRELLITA B.; SUANSING, HORACIO JR. P.; DEFENSOR, LORENZ R.; ESPINO,JUMEL ANTHONY I.; HERRERA-DY, BERNADETTE ""BH""; CASTELO, PRECIOUS HIPOLITO; TAMBUNTING, JOY MYRA S.; BARBA, ANGELO MARCOS; TEVES, JOSE ""BONG"" JR. J.; FARIÑAS, RIA CHRISTINA G.; FARIÑAS, RUDYS CESAR I G.; TUTOR, KRISTINE ALEXIE B.; NIETO, JOHN MARVIN ""YUL SERVO"" C.; SIAO, FREDERICK W.; NOEL, FLORENCIO G.; ABELLANOSA, RODRIGO A.; YAP, ERIC G.; DUTERTE, PAOLO Z.; TALLADO, JOSEFINA B.; ABANTE, BIENVENIDO JR. M.; GUICO, RAMON ""MON-MON"" III V.; SY-ALVARADO, ""KUYA"" JOSE ANTONIO R.; GO, MARK O.; CABOCHAN, MANUEL III. D.; PACQUIAO, ALBERTO D.; MATUGAS, FRANCISCO JOSE ""BINGO"" II F., CPA, CESO, LLB; SUAREZ, DAVID ""JAY-JAY"" C.; VILLARAZA-SUAREZ, ANNA MARIE; LABADLABAD, GLONA G.; SALCEDA, JOEY SARTE; ALMARIO, JOEL MAYO Z.; PADUANO, JOSEPH STEPHEN S.; CO, ELIZALDY S.; GERON, RICO B.; REYES, ALLAN BENEDICT S.; AGABAS, TYRONE D.; DY, FAUSTINO ""INNO"" V A.; OLIVAREZ, ERIC L.; MOMO, ROMEO S.; MARCOLETA, RODANTE D.; MANGUDADATU, ESMAEL G.; JIMENEZ, CESAR ""JAWO"" JR. I.; KHO, ELISA ""OLGA"" T.; ABUEG-ZALDIVAR, CYRILLE ""BENG"" F.; REVILLA, STRIKE B.; CHATTO, EDGAR M.; DALIPE, MANUEL JOSE ""MANNIX"" M.; ALONTE, MARLYN ""LEN"" B.; FLORES, JONATHAN KEITH T.; DEL MAR, RAUL V.; TAN, ANGELINA ""HELEN"" D.L. M.D.; VILLANUEVA, EDUARDO ""BRO. EDDIE"" C.; RIVERA, DOMINGO C.; NAVA, NA. LUCILLE L., M.D.; JAVIER, LOLITA T.; SARMIENTO, EDGAR S.; GARCIA, PABLO JOHN F.; PIMENTEL, JOHNNY TY; HERNANDEZ, FERDINAND L.; ALBANO, ANTONIO ""TONYPET"" T.; DEFENSOR,, MICHAEL T.; HOFER, ANN K.; ESPINA, GERARDO ""GERRYBOY"" JR. J.; MACAPAGAL ARROYO, JUAN MIGUEL; BRAVO, NARCISO JR. R.; MALAPITAN, DALE ""ALONG"" R.; ESTRELLA, CONRADO III M.; LAGON, SONNY ""SL"" L.; ABU, RANEO ""RANIE"" E.; ERICE, EDGAR R.; LARA, JOSEPH ""JOJO"" L.; OUANO-DIZON, EMMARIE ""LOLYPOP""; ACOSTA-ALBA, MARIA LOURDES; UY, JULIETTE T.; OAMINAL, HENRY S.; HARESCO, TEODORICO JR. T.; ZAMORA, RONALDO B.; CUARESMA, LUISA LLOREN; MARQUEZ, CARLITO S.; ORTEGA, PABLO C.; ERMITA-BUHAIN, ELENITA MILAGROS ""EILEEN""; BENITEZ, JOSE FRANCISCO ""KIKO"" B.; GARIN, SHARON S.; TAN, ALYSSA SHEENA P.; EBCAS, ADRIANO A.; CANAMA, SABINIANO S.; SAVELLANO, DEOGRACIAS VICTOR ""DV"" B.; NOGRALES, JERICHO JONAS B.; QUIMBO, STELLA LUZ A.; SINGSON-MEEHAN, KRISTINE; DAGOOC, SERGIO C.; ZARATE, CARLOS ISAGANI T.; BAGATSING, CRISTAL L.; PADIERNOS, JOSE GAY G.; FUENTEBELLA, ARNIE B.; ONG, JOSE ""JUN"" JR. L.; VIOLAGO, MICAELA S.; SALIMBANGON, JANICE Z.; YU, DIVINA GRACE C.; ONG, RONNIE L.; SUNTAY, JESUS ""BONG"" C.; ESCUDERO, EVELINA G.; DELOSO-MONTALLA, CHERYL P.; DY, FAUSTINO MICHAEL CARLOS III T.; CHIPECO, JOAQUIN JR. M.; VILLA, JAKE VINCENT; COLLANTES, MA. THERESA V.; KHO, WILTON ""TONTON"" T.; DE VENECIA, CHRISTOPHER V.P.; ",2021-03-25,ECOLOGY,,"Approved by the House on 2021-07-28, transmitted to the Senate on 2021-07-29 and received by the Senate on 2021-07-29"
HB09148,"AN ACT RENEWING   FOR   ANOTHER   TWENTY-FIVE   (25)   YEARS   THE   FRANCHISE GRANTED TO CONTINENTAL TELECOMMUNICATIONS SYSTEMS, INC.,  UNDER REPUBLIC ACT NO. 8579,  ENTITLED “AN ACT GRANTING THE CONTINENTAL TELECOMMUNICATIONS   SYSTEMS,   INC.,   A   FRANCHISE   TO   CONSTRUCT, INSTALL, MAINTAIN, ESTABLISH AND OPERATE LOCAL EXCHANGE NETWORK IN THE PROVINCES OF BATANGAS, LAGUNA AND MASBATE",LOCAL,2021-03-25,"AGARAO, BENJAMIN JR. C.",2021-03-25,LEGISLATIVE FRANCHISES,"Approved by the House on 2021-08-03, transmitted to the Senate on 2021-08-04 and received by the Senate on 2021-08-04",Substituted by HB09439
HB09149,"AN ACT APPROPRIATING THE SUM OF FIFTY-FOUR BILLION AND SIX HUNDRED MILLION PESOS (P54,600,000,000.00) AS SUPPLEMENTAL BUDGET FOR THE PENSION AND GRATUITY FUND",NATIONAL,2021-03-25,"VELASCO, LORD ALLAN JAY Q.; ROMUALDEZ, FERDINAND MARTIN G.; YAP, ERIC G.; PADUANO, JOSEPH STEPHEN S.; ",2021-03-25,APPROPRIATIONS,,Pending with the Committee on APPROPRIATIONS since 2021-03-25
HB09150,"AN ACT 
CONVERTING THE BALAMBAN EXTENSION CAMPUS OF THE CEBU TECHNOLOGICAL UNIVERSITY (CTU) IN THE MUNICIPALITY OF BALAMBAN, PROVINCE OF CEBU, INTO A REGULAR CAMPUS OF THE CTU, TO BE KNOWN AS THE CTU-BALAMBAN CAMPUS, AND APPROPRIATING FUNDS THEREFOR",LOCAL,2021-03-25,"GARCIA, PABLO JOHN F.; GO, MARK O.; YAP, ERIC G.; ",2021-05-17,HIGHER AND TECHNICAL EDUCATION,,"Approved by the House on 2021-05-25, transmitted to the Senate on 2021-05-26 and received by the Senate on 2021-05-26"
HB09151,"AN ACT
ESTABLISHING TECHNICAL EDUCATION AND SKILLS DEVELOPMENT AUTHORITY (TESDA) TRAINING AND ASSESSMENT CENTERS IN THE MUNICIPALITIES OF MANKAYAN, KIBUNGAN, KABAYAN, ATOK, ITOGON, AND TUBA, PROVINCE OF BENGUET, AND APPROPRIATING FUNDS THEREFOR",LOCAL,2021-03-25,"YAP, ERIC G.; GO, MARK O.; ",2021-05-17,HIGHER AND TECHNICAL EDUCATION,,"Approved by the House on 2021-05-26, transmitted to the Senate on 2021-05-27 and received by the Senate on 2021-05-27"
HB09152,"AN ACT PROVIDING FOR A SPECIAL EMERGENCY LEAVE FOR ALL
WORKERS IN THE PUBLIC AND PRIVATE SECTOR WHO
EXPERIENCE ANY COVID-19 VACCINE SIDE EFFECTS",NATIONAL,2021-03-25,"TAN, ANGELINA ""HELEN"" D.L. M.D.",2021-05-17,CIVIL SERVICE AND PROFESSIONAL REGULATION,,Pending with the Committee on CIVIL SERVICE AND PROFESSIONAL REGULATION since 2021-05-17
HB09153,"AN ACT 
CREATING A DISTRICT ENGINEERING OFFICE IN THE SECOND LEGISLATIVE DISTRICT OF THE PROVINCE OF AKLAN, AND APPROPRIATING FUNDS THEREFOR",LOCAL,2021-03-25,"HARESCO, TEODORICO JR. T.; MADRONA. ELEANDRO JESUS F.; YAP, ERIC G.; ",2021-05-17,PUBLIC WORKS AND HIGHWAYS,,"Approved by the House on 2021-05-25, transmitted to the Senate on 2021-05-26 and received by the Senate on 2021-05-26"
HB09154,"AN ACT
CREATING A DISTRICT ENGINEERING OFFICE IN THE SIXTH LEGISLATIVE DISTRICT OF THE PROVINCE OF BATANGAS, AND APPROPRIATING FUNDS THEREFOR",LOCAL,2021-03-25,"SANTOS-RECTO, VILMA; MADRONA. ELEANDRO JESUS F.; YAP, ERIC G.; ",2021-05-17,PUBLIC WORKS AND HIGHWAYS,,"Approved by the House on 2021-05-25, transmitted to the Senate on 2021-05-26 and received by the Senate on 2021-05-26"
HB09155,"AN ACT 
CREATING A DISTRICT ENGINEERING OFFICE IN THE SIXTH LEGISLATIVE DISTRICT OF THE PROVINCE OF
ISABELA, AND APPROPRIATING FUNDS THEREFOR",LOCAL,2021-03-25,"DY, FAUSTINO ""INNO"" V A.; MADRONA. ELEANDRO JESUS F.; YAP, ERIC G.; ",2021-05-17,PUBLIC WORKS AND HIGHWAYS,,"Approved by the House on 2021-05-25, transmitted to the Senate on 2021-05-26 and received by the Senate on 2021-05-26"
HB09156,"AN ACT DECLARING APRIL 4 OF EVERY YEAR AS A SPECIAL NON-WORKING
HOLIDAY IN THE CITY OF ANTIPOLO, PROVINCE OF RIZAL, IN
COMMEMORATION OF ITS CITYHOOD ANNIVERSARY",LOCAL,2021-03-25,"PUNO, ROBERTO V.",2021-05-17,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2021-05-17
HB09157,"AN ACT RENAMING   THE   LITERACY   COORDINATING   COUNCIL   TO   NATIONAL LITERACY   COUNCIL,   STRENGTHENING   ITS   POWERS   AND   FUNCTIONS, EXPANDING ITS MEMBERSHIP   STRUCTURE AND SUPPORT  MECHANISMS, REPEALING FOR THE PURPOSE REPUBLIC ACT NO. 7165, AS AMENDED, AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2021-03-25,"ROMULO, ROMAN T.",2021-05-17,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2021-05-17
HB09158,"AN ACT RENAMING THE PANIKIHAN NATIONAL HIGH SCHOOL IN THE MUNICIPALITY OF GUMACA, PROVINCE OF QUEZON, AS THE PABLO L. MERCADO NATIONAL HIGH SCHOOL",LOCAL,2021-03-26,"TAN, ANGELINA ""HELEN"" D.L. M.D.",2021-05-17,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2021-05-17
HB09159,"AN ACT RECOGNIZING THE HEROISM OF FRONTLINE WORKERS  DURING  THE COVID-19 PANDEMIC, ERECTING A MONUMENT TO BE KNOWN AS THE “BANTAYOG NG MGA BAYANING FRONTLINERS”, AND OBSERVING A “NATONAL DAY OF MOURNING AND REMEMBRANCE” EVERY YEAR FOR THIS PURPOSE, AND FOR OTHER PURPOSES",NATIONAL,2021-03-29,"LOPEZ, MANUEL LUIS T.",2021-05-17,HEALTH,,Pending with the Committee on HEALTH since 2021-05-17
HB09160,"AN ACT STRENGTHENING THE TRADITIONAL AND COMPLEMENTARY MEDICINE SYSTEM, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 8423, OTHERWISE KNOWN AS THE “TRADITIONAL AND ALTERNATIVE MEDICINE ACT OF 1997”",NATIONAL,2021-03-29,"TAN, ANGELINA ""HELEN"" D.L. M.D.",2021-05-17,HEALTH,,Pending with the Committee on HEALTH since 2021-05-17
HB09161,AN ACT PROVIDING   FOR   A   THIRD   TRANCHE   OF   THE   SOCIAL   AMELIORATION PROGRAM (SAP) AND APPROPRIATING FUNDS THEREFOR,NATIONAL,2021-03-30,"CASTELO, PRECIOUS HIPOLITO",2021-05-17,POVERTY ALLEVIATION,,Pending with the Committee on POVERTY ALLEVIATION since 2021-05-17
HB09162,"AN ACT MANDATING ALL PUBLIC AND PRIVATE PRIMARY AND SECONDARY SCHOOLS TO INCLUDE MEDIA AND INFORMATION EDUCATION, INCLUDING THE RESPONSIBLE USE OF THE INTERNET, IN THEIR CURRICULUM, FOR OTHER PURPOSES, AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2021-03-31,"DELOS SANTOS, ALFRED C.",2021-05-17,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2021-05-17
HB09163,"AN ACT PROVIDING SOCIAL SECURITY BENEFITS FOR BARANGAY OFFICIALS AND VOLUNTEER WORKERS, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",NATIONAL,2021-03-31,"DELOS SANTOS, ALFRED C.",2021-05-17,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2021-05-17
HB09164,"AN ACT INSTITUTIONALIZING SUSTAINABLE COASTAL TOURISM, PROVIDING MECHANISMS FOR ITS INSTITUTIONALIZATION, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",NATIONAL,2021-03-31,"DELOS SANTOS, ALFRED C.",2021-05-17,TOURISM,,Pending with the Committee on TOURISM since 2021-05-17
HB09165,"AN   ACT   EXTENDING   THE   LIFE   OF   THE   PHILIPPINE   AEROSPACE DEVELOPMENT   CORPORATION   (PADC)   BY   ANOTHER   FIFTY   (50) YEARS, AMENDING FOR THE PURPOSE PRESIDENTIAL DECREE NO. 286, AS  AMENDED, ENTITLED  “AUTHORIZING THE  CREATION OF  A PHILIPPINE   AEROSPACE   DEVELOPMENT   CORPORATION, APPROPRIATING FUNDS THEREFORE, AND FOR OTHER PURPOSES",NATIONAL,2021-03-31,"SINGSON-MEEHAN, KRISTINE; TUPAS, RAUL C.; ",2021-05-17,GOVERNMENT ENTERPRISES AND PRIVATIZATION,,Pending with the Committee on GOVERNMENT ENTERPRISES AND PRIVATIZATION since 2021-05-17
HB09166,"AN ACT ESTABLISHING A COVID-19 EMERGENCY CASH GRANT
TO RURAL FARMERS AND MUNICIPAL FISHERFOLK LIVING
BELOW THE POVERTY LINE, APPROPRIATING FUNDS
THEREFOR, AND FOR OTHER PURPOSES",NATIONAL,2021-04-05,"TAMBUNTING, JOY MYRA S.",2021-05-17,POVERTY ALLEVIATION,,Transmitted to the Committee on Appropriations on 2021-07-22
HB09167,AN ACT PROVIDING SUBSIDIES AND OTHER INCENTIVES FOR INDIGENT PUBLIC UTILITY DRIVERS IN THE PAYMENT OF FEES AND CHARGES FOR CERTAIN CERTIFICATES AND CLEARANCES REQUIRED BY THE LAND TRANSPORTATION OFFICE (LTO) IN APPLYING FOR A PROFESSIONAL DRIVER'S LICENSE,NATIONAL,2021-04-05,"TAMBUNTING, JOY MYRA S.",2021-05-17,TRANSPORTATION,,Pending with the Committee on TRANSPORTATION since 2021-05-17
HB09168,"AN ACT IMPLEMENTING A LIFELINE RATE FOR INTERNET SERVICES, AMENDING FOR THIS PURPOSE SECTION 17 OF REPUBLIC ACT NO. 7925, OTHERWISE KNOWN AS THE “PUBLIC TELECOMMUNICATIONS POLICY ACT OF THE PHILIPPINES”",NATIONAL,2021-04-05,"TAMBUNTING, JOY MYRA S.",2021-05-17,INFORMATION AND COMMUNICATIONS TECHNOLOGY,,Pending with the Committee on INFORMATION AND COMMUNICATIONS TECHNOLOGY since 2021-05-17
HB09169,"AN ACT ESTABLISHING A MORATORIUM ON AGING OUT OF FOSTER CARE DURING THE STATE OF PUBLIC HEALTH EMERGENCY DUE TO THE CORONAVIRUS DISEASE (COVID-19) PANDEMIC AND FOR SIX (6) MONTHS THEREAFTER, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 10165, OTHERWISE KNOWN AS THE FOSTER CARE ACT OF 2012",NATIONAL,2021-04-05,"TAMBUNTING, JOY MYRA S.",2021-05-17,WELFARE OF CHILDREN,,Pending with the Committee on WELFARE OF CHILDREN since 2021-05-17
HB09170,AN ACT DEFINING AND PENALIZING THE CRIME OF RED-TAGGING,NATIONAL,2021-04-05,"TAMBUNTING, JOY MYRA S.",2021-05-17,JUSTICE,,Pending with the Committee on JUSTICE since 2021-05-17
HB09171,"AN ACT IMPOSING EXCISE TAX ON PLASTIC BAGS, THEREBY ADDING A NEW SECTION, DESIGNATED AS SECTION 150-C, IN THE NATIONAL INTERNAL REVENUE CODE OF 1997, AS AMENDED",NATIONAL,2021-04-05,"SUANSING, HORACIO JR. P.; SUANSING, ESTRELLITA B.; SALCEDA, JOEY SARTE; YAP, ERIC G.; UNGAB, ISIDRO T.; SINGSON-MEEHAN, KRISTINE; ARAGONES, SOL; CHIPECO, JOAQUIN JR. M.; PADIERNOS, JOSE GAY G.; SUNTAY, JESUS ""BONG"" C.; TEJADA, JOSE ""PING-PING"" I.; TAMBUNTING, JOY MYRA S.; TAN, ANGELINA ""HELEN"" D.L. M.D.; OLIVAREZ, ERIC L.; ARENAS, ROSE MARIE ""BABY"" J.; ATIENZA, JOSE JR. L.; ESCUDERO, EVELINA G.; HERNANDEZ, FERDINAND L.; MARCOLETA, RODANTE D.; REVILLA, STRIKE B.; RODRIGUEZ, RUFUS B.; SAVELLANO, DEOGRACIAS VICTOR ""DV"" B.; AGABAS, TYRONE D.; DE VENECIA, CHRISTOPHER V.P.; QUIMBO, STELLA LUZ A.; ZARATE, CARLOS ISAGANI T.; ERMITA-BUHAIN, ELENITA MILAGROS ""EILEEN""; BAUTISTA-BANDIGAN, LORNA P.; CAMPOS, LUIS JR. N.; CUA, JUNIE E.; CUARESMA, LUISA LLOREN; RUIZ DAZA, PAUL; FARIÑAS, RUDYS CESAR I G.; FRASCO, VINCENT FRANCO ""DUKE"" D.; GASATAYA, GREG G.; GO, ED CHRISTOPHER S.; GONZAGA, RUWEL PETER S.; GONZALEZ, SANDRO L.; HARESCO, TEODORICO JR. T.; JALOSJOS, ROMEO JR. M.; LIMKAICHONG, JOCELYN SY; NUÑEZ-MALANYAON, CORAZON T.; MOMO, ROMEO S.; SAGARBARRIA, MANUEL T.; SUAREZ, DAVID ""JAY-JAY"" C.; SY-ALVARADO, ""KUYA"" JOSE ANTONIO R.; VARGAS, ALFRED; VIOLAGO, MICAELA S.; ZUBIRI, MANUEL F.; ALBANO, ANTONIO ""TONYPET"" T.; BARBA, ANGELO MARCOS; BASCUG, ALFEL M.; BENITEZ, JOSE FRANCISCO ""KIKO"" B.; BORDADO, GABRIEL JR. H.; CABREDO, FERNANDO T.; CARI, CARL NICOLAS C.; DAGOOC, SERGIO C.; DALOG, MAXIMO JR. Y.; DELOS SANTOS, ALFRED C.; DIMAPORO, ABDULLAH D.; DIMAPORO, MOHAMAD KHALID Q.; DY, FAUSTINO ""INNO"" V A.; DY, FAUSTINO MICHAEL CARLOS III T.; FORTUNO, JOCELYN F.; GUICO, RAMON ""MON-MON"" III V.; GULLAS, EDUARDO ""EDDIE"" R.; GUYA, GODOFREDO N.; HOFER, ANN K.; JIMENEZ, CESAR ""JAWO"" JR. I.; LABADLABAD, GLONA G.; NATIVIDAD-NAGAÑO, MARICEL G., MD.; ORTEGA, PABLO C.; TAN, ALYSSA SHEENA P.; TIANGCO, JOHN REYNALD M.; TY, DIEGO ""NONOY"" C.; VARGAS ALFONSO, SAMANTHA LOUISE; VERGARA, ROSANNA ""RIA""; BABASA, LEONARDO JR. L.; DEFENSOR,, MICHAEL T.; ERIGUEL, SANDRA Y., M.D.; FLORES, JONATHAN KEITH T.; GAITE, FERDINAND R.; GO, MARK O.; LACSON, VIRGILIO S.; ROBES, FLORIDA ""RIDA"" P.; ESPINO,JUMEL ANTHONY I.; LAGON, SONNY ""SL"" L.; DEFENSOR, LORENZ R.; GARCIA, PABLO JOHN F.; SALIMBANGON, JANICE Z.; NOLASCO, RAMON JR. C.; DELOSO-MONTALLA, CHERYL P.; GATCHALIAN, WESLIE T.; FUENTEBELLA, ARNIE B.; YU, DIVINA GRACE C.; FORTUN, LAWRENCE ""LAW"" H.; BAÑAS-NOGRALES, SHIRLYN; PIMENTEL, JOHNNY TY; ROMULO, ROMAN T.; NOGRALES, JERICHO JONAS B.; YAP, VICTOR A.; GARIN, SHARON S.; GARIN, JANETTE L.; ",2021-05-17,WAYS AND MEANS,,"Approved by the House on 2021-07-28, transmitted to the Senate on 2021-07-29 and received by the Senate on 2021-07-29"
HB09172,AN ACT INSTITUTIONALIZING PUBLIC-PRIVATE PARTNERSHIP (PPP) TO ENSURE HEALTH SECURITY AND FOR OTHER PURPOSES,NATIONAL,2021-04-06,"ROBES, FLORIDA ""RIDA"" P.",2021-05-17,HEALTH,,Pending with the Committee on HEALTH since 2021-05-17
HB09173,"AN ACT ESTABLISHING THE DAVAO DEL SUR SPORTS TRAINING CENTER TO BE LOCATED IN THE CITY OF DIGOS, PROVINCE OF DAVAO DEL SUR, AND APPROPRIATING FUNDS THEREFOR",LOCAL,2021-04-06,"CAGAS, MERCEDES ""DIDI"" C.",2021-05-17,YOUTH AND SPORTS DEVELOPMENT,,Pending with the Committee on YOUTH AND SPORTS DEVELOPMENT since 2021-05-17
HB09174,"AN ACT ESTABLISHING A FISH PORT WITH ICE PLANT AND COLD STORAGE FACILITY IN BARANGAY CABALAGNAN, MUNICIPALITY OF NUEVA VALENCIA, PROVINCE OF GUIMARAS, AND APPROPRIATING FUNDS THEREFOR",LOCAL,2021-04-06,"NAVA, NA. LUCILLE L., M.D.",2021-05-17,AQUACULTURE AND FISHERIES RESOURCES,,Pending with the Committee on AQUACULTURE AND FISHERIES RESOURCES since 2021-05-17
